,loss
0,0.2506241202354431
1,0.2489902228116989
2,0.2529795169830322
3,0.251653790473938
4,0.24396494030952454
5,0.2528496980667114
6,0.25336289405822754
7,0.2498091608285904
8,0.24803003668785095
9,0.24922505021095276
10,0.25425606966018677
11,0.23948806524276733
12,0.22064876556396484
13,0.23995088040828705
14,0.22713486850261688
15,0.2362470030784607
16,0.26769301295280457
17,0.24572454392910004
18,0.2473870813846588
19,0.24392138421535492
20,0.2496492564678192
21,0.24134144186973572
22,0.2443544566631317
23,0.2418765127658844
24,0.2619823217391968
25,0.2504744529724121
26,0.2507140636444092
27,0.2428702861070633
28,0.2529577314853668
29,0.26538053154945374
30,0.2694072723388672
31,0.23226697742938995
32,0.2556753158569336
33,0.23623040318489075
34,0.22633805871009827
35,0.23237228393554688
36,0.20038869976997375
37,0.23292666673660278
38,0.22909967601299286
39,0.24396713078022003
40,0.23115591704845428
41,0.2213970422744751
42,0.2687382102012634
43,0.2382943332195282
44,0.22291430830955505
45,0.21256524324417114
46,0.2717061936855316
47,0.2608944773674011
48,0.22666966915130615
49,0.24461400508880615
50,0.26244938373565674
51,0.2537243366241455
52,0.24391067028045654
53,0.2568916380405426
54,0.23730583488941193
55,0.23514845967292786
56,0.23893578350543976
57,0.23545831441879272
58,0.24122709035873413
59,0.21001915633678436
60,0.26230567693710327
61,0.26629871129989624
62,0.2973621189594269
63,0.5462672710418701
64,4.800320625305176
65,0.831104040145874
66,0.24649102985858917
67,0.2504059672355652
68,0.24488919973373413
69,0.27965810894966125
70,0.2789289355278015
71,0.263552188873291
72,0.2748567461967468
73,0.27139514684677124
74,0.2837054133415222
75,0.27751195430755615
76,0.26742875576019287
77,0.2521766424179077
78,0.24362441897392273
79,0.2623142600059509
80,0.2452436089515686
81,0.25273334980010986
82,0.2577161192893982
83,0.24086156487464905
84,0.24991270899772644
85,0.2690039277076721
86,0.25366920232772827
87,0.2312898188829422
88,0.26212987303733826
89,0.248399019241333
90,0.2652865946292877
91,0.2523704171180725
92,0.23965169489383698
93,0.2716725468635559
94,0.28967589139938354
95,0.303043395280838
96,0.266899436712265
97,0.24983404576778412
98,0.2850643992424011
99,0.25155872106552124
100,0.25838881731033325
101,0.23788043856620789
102,0.2553230822086334
103,0.24981066584587097
104,0.24468716979026794
105,0.3074093163013458
106,0.2615780234336853
107,0.2616683542728424
108,0.3665734827518463
109,0.3462015390396118
110,0.3923676609992981
111,0.3455362915992737
112,0.36836230754852295
113,0.29987087845802307
114,0.4047468304634094
115,0.3974921703338623
116,0.33427056670188904
117,0.354122132062912
118,0.31865039467811584
119,0.36488106846809387
120,0.4353104531764984
121,0.2567041516304016
122,0.3730282783508301
123,0.290558785200119
124,0.27356964349746704
125,0.27729880809783936
126,0.2900068759918213
127,0.404269278049469
128,0.2720995843410492
129,0.4348737597465515
130,0.32362237572669983
131,0.44647425413131714
132,0.3761223554611206
133,0.3338363766670227
134,0.36210060119628906
135,0.32608839869499207
136,0.3119593858718872
137,0.3639872074127197
138,0.4722132682800293
139,0.373493492603302
140,0.3429957628250122
141,0.3788938522338867
142,0.30029430985450745
143,0.3008364140987396
144,0.28993508219718933
145,0.37945014238357544
146,0.296289324760437
147,0.36259424686431885
148,0.34380048513412476
149,0.29677262902259827
150,0.3333148956298828
151,0.2855071425437927
152,0.39708736538887024
153,0.27603399753570557
154,0.2812814712524414
155,0.28949522972106934
156,0.30666786432266235
157,0.3504800498485565
158,0.4448537528514862
159,0.3439689576625824
160,0.30727219581604004
161,0.3060615360736847
162,0.3897285461425781
163,0.26685822010040283
164,0.33987462520599365
165,0.33142080903053284
166,0.35585904121398926
167,0.2514358460903168
168,0.37529686093330383
169,0.43347814679145813
170,0.35961511731147766
171,0.4154588580131531
172,0.4175904393196106
173,0.3707863986492157
174,0.5774319171905518
175,0.584908127784729
176,1.481153130531311
177,0.7083624005317688
178,0.3958207666873932
179,0.34636977314949036
180,0.46091848611831665
181,0.4744991362094879
182,0.41692599654197693
183,0.4716513752937317
184,0.47634345293045044
185,0.38794660568237305
186,0.45741355419158936
187,0.405803382396698
188,0.476693332195282
189,0.3842763304710388
190,0.5451407432556152
191,0.4004703462123871
192,0.373907208442688
193,0.4442588686943054
194,0.41676080226898193
195,0.36178284883499146
196,0.3891134262084961
197,0.3620009422302246
198,0.4766392111778259
199,0.38532811403274536
200,0.41907453536987305
201,0.358458548784256
202,0.4363095760345459
203,0.3918337821960449
204,0.4142593741416931
205,0.45295536518096924
206,0.35800474882125854
207,0.4222759008407593
208,0.27769649028778076
209,0.32769864797592163
210,0.35196399688720703
211,0.35810500383377075
212,0.47514986991882324
213,0.386904239654541
214,0.5002173185348511
215,0.37533408403396606
216,0.4771304726600647
217,0.41385459899902344
218,0.34564781188964844
219,0.4584573209285736
220,0.35369163751602173
221,0.3619930148124695
222,0.38883382081985474
223,0.4351930618286133
224,0.7151378393173218
225,0.44374358654022217
226,0.5751830339431763
227,0.5186387896537781
228,0.9759446382522583
229,0.44413360953330994
230,0.7857877016067505
231,0.5711050629615784
232,0.926459789276123
233,0.5401395559310913
234,0.6093053817749023
235,0.8850183486938477
236,0.558673620223999
237,0.613623321056366
238,0.6212810277938843
239,0.5787039995193481
240,0.6397261023521423
241,0.5983860492706299
242,0.8261531591415405
243,0.6724200248718262
244,0.5073471665382385
245,0.44760507345199585
246,0.5287152528762817
247,0.5067502856254578
248,0.5184906721115112
249,0.5009893774986267
250,0.46543240547180176
251,0.47099971771240234
252,0.49869948625564575
253,0.6363956332206726
254,0.49452000856399536
255,0.6917396187782288
256,0.5000056028366089
257,0.6518527269363403
258,0.4955020546913147
259,0.5091550350189209
260,0.4717091917991638
261,0.7914248108863831
262,0.6192126274108887
263,0.4843042194843292
264,0.626712441444397
265,0.5263757705688477
266,0.6549616456031799
267,0.6271133422851562
268,0.7383346557617188
269,0.6197361350059509
270,0.5944146513938904
271,0.455231249332428
272,0.5532668828964233
273,0.3669639825820923
274,0.5149555206298828
275,0.5874968767166138
276,0.534374475479126
277,0.49414879083633423
278,0.6338456869125366
279,0.6711629629135132
280,0.5942544341087341
281,0.5532227754592896
282,0.6647680997848511
283,0.6106274724006653
284,0.6242703199386597
285,0.5833273530006409
286,0.7983823418617249
287,0.447298139333725
288,0.745027482509613
289,0.78073650598526
290,0.7770291566848755
291,0.961065948009491
292,0.6846797466278076
293,0.5568534135818481
294,0.5369429588317871
295,0.4475550353527069
296,0.46206116676330566
297,0.5776499509811401
298,0.6262818574905396
299,0.48754802346229553
300,0.5609476566314697
301,0.7443719506263733
302,0.556706964969635
303,0.5225203633308411
304,0.8894984126091003
305,0.7095272541046143
306,0.8259469866752625
307,0.7001966238021851
308,0.6255082488059998
309,1.1199772357940674
310,0.7563292980194092
311,0.7907004952430725
312,0.7243981957435608
313,0.989023745059967
314,1.0387542247772217
315,0.6183781623840332
316,0.4649614691734314
317,0.6796786785125732
318,0.681348443031311
319,0.6138061285018921
320,0.8405812978744507
321,0.4680411219596863
322,0.5395445823669434
323,0.966534435749054
324,0.6315377354621887
325,0.9020048379898071
326,1.1190507411956787
327,1.0588845014572144
328,0.9632321000099182
329,1.2668852806091309
330,0.9200102090835571
331,0.592484712600708
332,0.5284700393676758
333,0.6324117183685303
334,0.6192158460617065
335,0.6999028325080872
336,0.6846970319747925
337,0.7232714295387268
338,0.525081992149353
339,0.6807992458343506
340,0.8466295003890991
341,0.4552345871925354
342,0.8123569488525391
343,0.6853730082511902
344,0.6199502944946289
345,0.6206470131874084
346,0.7438918352127075
347,0.9551318883895874
348,0.605920672416687
349,0.5203515887260437
350,0.613149106502533
351,0.5184226036071777
352,0.6888747215270996
353,0.5850008726119995
354,0.6727292537689209
355,0.6238653659820557
356,0.5261358022689819
357,0.6798455715179443
358,0.6607308387756348
359,0.7472285628318787
360,0.5710115432739258
361,0.7645399570465088
362,0.46564456820487976
363,0.6676262021064758
364,0.6017466187477112
365,0.4990677237510681
366,0.502017617225647
367,0.42946451902389526
368,0.6301406025886536
369,0.7137997150421143
370,0.5729846954345703
371,0.5575078725814819
372,0.8303226232528687
373,0.6105026006698608
374,0.7684264779090881
375,0.9057058691978455
376,0.7756918668746948
377,1.0791212320327759
378,0.5942180752754211
379,0.5528340339660645
380,0.7796722650527954
381,0.7964920997619629
382,0.8839455246925354
383,0.6173070073127747
384,0.6818149089813232
385,1.4767827987670898
386,0.7232640981674194
387,0.9170233607292175
388,0.6718112826347351
389,0.6241281628608704
390,0.5327779650688171
391,0.8666101098060608
392,0.7749009728431702
393,0.6410439014434814
394,0.7457953095436096
395,0.43197324872016907
396,0.6074157953262329
397,0.746856689453125
398,0.7926802635192871
399,0.7858124375343323
400,0.5039035677909851
401,0.7104582786560059
402,0.616858720779419
403,0.6317048072814941
404,0.6705114841461182
405,0.7426058650016785
406,0.7249315977096558
407,0.8587642908096313
408,0.8350171446800232
409,0.7226465344429016
410,0.7576053142547607
411,0.7923116683959961
412,1.026893973350525
413,0.9968918561935425
414,0.8358643054962158
415,1.3910250663757324
416,1.6743159294128418
417,1.2328673601150513
418,0.8124366998672485
419,0.8196094036102295
420,1.0965596437454224
421,0.822380781173706
422,0.9660787582397461
423,1.1440471410751343
424,1.0599701404571533
425,1.081932783126831
426,0.8288223743438721
427,1.278718113899231
428,0.8451896905899048
429,1.1098597049713135
430,1.077410340309143
431,1.0575942993164062
432,1.3933043479919434
433,1.0855603218078613
434,1.423191785812378
435,0.974968433380127
436,0.8635715246200562
437,1.4265830516815186
438,1.1158463954925537
439,0.6808319091796875
440,0.9006016254425049
441,1.0090610980987549
442,1.0013909339904785
443,1.073004961013794
444,1.1156240701675415
445,1.2882897853851318
446,0.8217568397521973
447,0.8954664468765259
448,0.8591076731681824
449,0.9013695120811462
450,0.8979026079177856
451,1.2631423473358154
452,0.688601016998291
453,0.7857528328895569
454,0.9974980354309082
455,0.7339515686035156
456,1.4274821281433105
457,0.7178952693939209
458,0.8735436201095581
459,0.6944192051887512
460,1.3309884071350098
461,0.7538537979125977
462,1.0520384311676025
463,1.3588380813598633
464,1.1089094877243042
465,1.0595639944076538
466,0.9875994920730591
467,0.9755523204803467
468,1.455918550491333
469,0.8055945038795471
470,1.138822317123413
471,0.9543176889419556
472,1.0458552837371826
473,1.0432782173156738
474,0.5592654943466187
475,0.718141496181488
476,0.6812636256217957
477,1.1613849401474
478,1.3288114070892334
479,1.0542638301849365
480,1.2789714336395264
481,0.9243380427360535
482,0.8610011339187622
483,1.205479383468628
484,1.186093807220459
485,0.5983279943466187
486,1.1198636293411255
487,0.5626896619796753
488,0.6391373872756958
489,1.229400634765625
490,1.0188944339752197
491,0.6487149596214294
492,1.6337298154830933
493,1.49367094039917
494,0.6895084977149963
495,0.8573768734931946
496,1.1732264757156372
497,0.553516149520874
498,0.7740691304206848
499,0.5905711054801941
500,0.9022625684738159
501,0.9914021492004395
502,1.1136693954467773
503,0.703978419303894
504,0.5985821485519409
505,0.783443808555603
506,0.7677358388900757
507,0.7449328899383545
508,0.64743572473526
509,1.0058362483978271
510,0.8246257305145264
511,0.8350450992584229
512,0.9794539213180542
513,1.5470322370529175
514,0.8061432242393494
515,0.9077556133270264
516,1.6638882160186768
517,1.0480870008468628
518,0.6167150735855103
519,1.6153995990753174
520,2.02984881401062
521,1.2289683818817139
522,0.7388913035392761
523,1.5097630023956299
524,1.4033995866775513
525,1.013514757156372
526,1.6959000825881958
527,1.3810553550720215
528,1.3024271726608276
529,1.1993956565856934
530,1.0194896459579468
531,1.2925746440887451
532,1.173996925354004
533,1.8194286823272705
534,0.8022658824920654
535,0.9899229407310486
536,1.2979189157485962
537,0.7970617413520813
538,0.8923470973968506
539,0.6547986268997192
540,0.7588930726051331
541,1.036792278289795
542,1.1071298122406006
543,0.8801075220108032
544,0.8317934274673462
545,0.6558949947357178
546,1.678415298461914
547,1.1954467296600342
548,1.355283260345459
549,0.997002124786377
550,1.1110363006591797
551,1.116981029510498
552,0.8446313738822937
553,0.8898900747299194
554,0.7324578166007996
555,0.8417500257492065
556,1.0443254709243774
557,0.8640694618225098
558,1.112014889717102
559,0.9897013902664185
560,0.9502349495887756
561,1.5894235372543335
562,0.9337539076805115
563,1.9021610021591187
564,1.3042495250701904
565,0.9386924505233765
566,0.9500868320465088
567,0.9677963256835938
568,0.9099893569946289
569,0.9208469986915588
570,1.7380248308181763
571,1.294730544090271
572,1.1146961450576782
573,1.5970784425735474
574,1.727896809577942
575,1.7008512020111084
576,0.9236897826194763
577,1.379663348197937
578,1.9383724927902222
579,1.1039385795593262
580,1.5959408283233643
581,1.0295794010162354
582,1.7529137134552002
583,1.3487664461135864
584,1.6987183094024658
585,1.1185719966888428
586,1.399651050567627
587,0.8508000373840332
588,1.3764750957489014
589,1.2862513065338135
590,0.891004741191864
591,0.9777954816818237
592,0.8202205300331116
593,1.225142240524292
594,1.2606245279312134
595,1.274046540260315
596,2.1655936241149902
597,1.1747007369995117
598,0.9834121465682983
599,0.6634654998779297
600,0.9416553974151611
601,1.5299609899520874
602,1.8673100471496582
603,0.9754945635795593
604,0.8197544813156128
605,1.2910484075546265
606,1.161191463470459
607,1.0511277914047241
608,1.8833906650543213
609,0.8573300242424011
610,0.8863369822502136
611,0.9655682444572449
612,0.9125469923019409
613,1.2056413888931274
614,1.0242135524749756
615,1.1710407733917236
616,1.2928754091262817
617,0.7112025022506714
618,0.6917205452919006
619,1.58542799949646
620,1.1354097127914429
621,0.9227678179740906
622,2.0054116249084473
623,1.0539453029632568
624,1.225098967552185
625,1.0954322814941406
626,1.7143012285232544
627,1.6466681957244873
628,1.5249638557434082
629,1.719027042388916
630,1.5120940208435059
631,2.099980354309082
632,1.9927363395690918
633,1.5410680770874023
634,1.1652774810791016
635,1.2884602546691895
636,1.8458611965179443
637,1.390239953994751
638,1.3852565288543701
639,1.2072292566299438
640,1.3322540521621704
641,1.2389129400253296
642,1.2873506546020508
643,1.3970301151275635
644,1.2300909757614136
645,1.4074370861053467
646,1.2884900569915771
647,0.8307114243507385
648,0.9901608228683472
649,0.8237114548683167
650,1.6651711463928223
651,1.107081651687622
652,1.1767244338989258
653,1.1420583724975586
654,1.5202686786651611
655,1.167336344718933
656,0.9749012589454651
657,1.7506144046783447
658,1.473082423210144
659,0.9024302959442139
660,1.268725872039795
661,0.940529465675354
662,1.3286354541778564
663,0.880982518196106
664,0.8409695029258728
665,0.8796831369400024
666,0.8589635491371155
667,1.2614924907684326
668,1.4171160459518433
669,1.0493004322052002
670,1.1802335977554321
671,1.1481353044509888
672,1.972778558731079
673,1.2590572834014893
674,1.0394350290298462
675,1.9074087142944336
676,1.5952248573303223
677,1.591318130493164
678,1.7290635108947754
679,1.0366227626800537
680,2.0413174629211426
681,1.3585398197174072
682,1.271773099899292
683,2.507540464401245
684,1.1771535873413086
685,1.0530298948287964
686,1.5580496788024902
687,1.6683728694915771
688,1.9080543518066406
689,1.8050782680511475
690,0.6965144276618958
691,1.1421416997909546
692,1.0168193578720093
693,1.2194920778274536
694,1.6285574436187744
695,2.254376173019409
696,2.376267910003662
697,2.5354959964752197
698,1.206993818283081
699,1.3567839860916138
700,1.9893633127212524
701,1.5118004083633423
702,1.4146180152893066
703,2.0857982635498047
704,1.9009013175964355
705,1.5111174583435059
706,2.2367382049560547
707,1.526566505432129
708,0.9180573225021362
709,2.025067090988159
710,2.2486965656280518
711,1.2370394468307495
712,1.707398533821106
713,0.8380072116851807
714,1.0209271907806396
715,2.0744552612304688
716,1.4424402713775635
717,0.9752481579780579
718,1.6003386974334717
719,0.9660948514938354
720,1.4455535411834717
721,0.8254478573799133
722,1.592212438583374
723,1.4347054958343506
724,1.3529000282287598
725,0.8478490114212036
726,1.790814995765686
727,1.1351479291915894
728,1.2508203983306885
729,1.1644327640533447
730,1.2548460960388184
731,1.294332504272461
732,1.1984925270080566
733,1.3947579860687256
734,1.870068907737732
735,2.5478081703186035
736,1.288759708404541
737,1.162426233291626
738,1.5419361591339111
739,0.997385561466217
740,0.9636926651000977
741,1.1763784885406494
742,1.4897944927215576
743,1.5087443590164185
744,1.1846755743026733
745,1.4815185070037842
746,1.745948314666748
747,1.5099142789840698
748,1.4730638265609741
749,1.9153605699539185
750,1.8235636949539185
751,1.5437363386154175
752,1.9770410060882568
753,1.1430044174194336
754,1.8254117965698242
755,1.3628640174865723
756,1.919811487197876
757,1.4486198425292969
758,1.3629409074783325
759,1.3292641639709473
760,1.5504285097122192
761,1.6525368690490723
762,1.2841297388076782
763,1.7194052934646606
764,2.4784903526306152
765,1.966516375541687
766,2.613178253173828
767,1.6720399856567383
768,1.4387601613998413
769,2.693934917449951
770,1.5094670057296753
771,1.2270658016204834
772,2.1179471015930176
773,1.4097784757614136
774,1.681383728981018
775,0.7275775671005249
776,1.452812910079956
777,2.208679676055908
778,2.369394063949585
779,1.918406367301941
780,1.3631386756896973
781,1.7888842821121216
782,2.3567068576812744
783,1.4930799007415771
784,1.2325329780578613
785,3.4681496620178223
786,2.6199164390563965
787,2.3742175102233887
788,1.485640525817871
789,3.0478227138519287
790,3.753631353378296
791,1.2365739345550537
792,3.538825750350952
793,1.6754136085510254
794,2.8786191940307617
795,3.0322694778442383
796,3.9924306869506836
797,3.1024580001831055
798,2.836883544921875
799,2.415860652923584
800,1.0185033082962036
801,1.1820505857467651
802,1.5999484062194824
803,1.85733962059021
804,1.6564360857009888
805,2.1564993858337402
806,1.826233983039856
807,2.0962131023406982
808,1.902862548828125
809,1.5233105421066284
810,2.4750494956970215
811,1.810308575630188
812,2.1413626670837402
813,2.36427640914917
814,2.474536895751953
815,1.5541728734970093
816,1.6331661939620972
817,2.4295268058776855
818,2.085435152053833
819,1.8741331100463867
820,1.723017930984497
821,1.7115927934646606
822,1.7117105722427368
823,1.3632138967514038
824,1.4770961999893188
825,2.2523162364959717
826,1.7206618785858154
827,2.1757991313934326
828,1.2182533740997314
829,1.7742174863815308
830,1.698117971420288
